country,year,fertilityrate,life_expectancy,Total_population
Madagascar,1880,6.89,30.5,2.53
Madagascar,1890,6.89,30.5,2.71
Madagascar,1900,6.89,30.5,2.89
Madagascar,1910,6.89,30.5,3.1
Madagascar,1920,6.89,30.5,3.31
Madagascar,1930,6.97,30.5,3.55
Madagascar,1940,7.14,30.5,3.8
Madagascar,1950,7.3,36.35,4.08
Madagascar,1951,7.3,36.69,4.17
Madagascar,1952,7.3,37.28,4.26
Madagascar,1953,7.3,37.86,4.35
Madagascar,1954,7.3,38.45,4.44
Madagascar,1955,7.3,39.03,4.54
Madagascar,1956,7.3,39.62,4.65
Madagascar,1957,7.3,40.21,4.75
Madagascar,1958,7.3,40.79,4.86
Madagascar,1959,7.3,41.38,4.98
Madagascar,1960,7.3,41.96,5.1
Madagascar,1961,7.3,42.54,5.22
Madagascar,1962,7.3,43.12,5.35
Madagascar,1963,7.3,43.7,5.49
Madagascar,1964,7.3,44.28,5.63
Madagascar,1965,7.3,44.85,5.77
Madagascar,1966,7.3,45.43,5.92
Madagascar,1967,7.31,46.01,6.07
Madagascar,1968,7.32,46.6,6.23
Madagascar,1969,7.32,47.18,6.4
Madagascar,1970,7.33,47.77,6.58
Madagascar,1971,7.33,48.36,6.76
Madagascar,1972,7.32,48.94,6.95
Madagascar,1973,7.3,49.5,7.15
Madagascar,1974,7.27,50.06,7.36
Madagascar,1975,7.22,50.59,7.58
Madagascar,1976,7.13,51.12,7.8
Madagascar,1977,7.01,51.63,8.03
Madagascar,1978,6.86,52.12,8.27
Madagascar,1979,6.69,52.58,8.51
Madagascar,1980,6.51,53.01,8.75
Madagascar,1981,6.36,53.36,8.98
Madagascar,1982,6.24,53.64,9.22
Madagascar,1983,6.17,53.86,9.46
Madagascar,1984,6.14,54.03,9.71
Madagascar,1985,6.15,54.19,9.98
Madagascar,1986,6.18,54.38,10.26
Madagascar,1987,6.23,54.63,10.56
Madagascar,1988,6.26,54.98,10.88
Madagascar,1989,6.27,55.43,11.21
Madagascar,1990,6.26,56.0,11.55
Madagascar,1991,6.23,56.2,11.9
Madagascar,1992,6.18,56.4,12.26
Madagascar,1993,6.13,56.3,12.64
Madagascar,1994,6.07,56.8,13.04
Madagascar,1995,6.0,57.2,13.45
Madagascar,1996,5.92,57.6,13.88
Madagascar,1997,5.84,58.0,14.33
Madagascar,1998,5.75,58.3,14.79
Madagascar,1999,5.65,58.8,15.26
Madagascar,2000,5.55,59.1,15.74
Madagascar,2001,5.44,59.6,16.24
Madagascar,2002,5.34,59.8,16.74
Madagascar,2003,5.23,60.1,17.25
Madagascar,2004,5.13,60.6,17.76
Madagascar,2005,5.04,61.2,18.29
Madagascar,2006,4.95,61.7,18.83
Madagascar,2007,4.87,62.0,19.37
Madagascar,2008,4.79,62.2,19.93
Madagascar,2009,4.72,62.3,20.5
Madagascar,2010,4.65,62.4,21.08
Madagascar,2011,4.59,62.6,21.68
Madagascar,2012,4.53,62.8,22.29
Madagascar,2013,4.47,63.0,22.92
Madagascar,2014,4.41,63.3,23.57
Madagascar,2015,4.35,63.5,24.24
Malawi,1800,6.78,30.3,0.74
Malawi,1810,6.78,30.3,0.74
Malawi,1820,6.78,30.3,0.74
Malawi,1830,6.78,30.3,0.74
Malawi,1840,6.78,30.3,0.74
Malawi,1850,6.78,30.3,0.74
Malawi,1860,6.78,30.3,0.74
Malawi,1870,6.78,30.3,0.75
Malawi,1880,6.78,30.3,0.75
Malawi,1890,6.78,30.3,0.76
Malawi,1900,6.78,30.3,0.78
Malawi,1910,6.78,30.3,0.98
Malawi,1920,6.78,30.3,1.23
Malawi,1930,6.78,30.3,1.6
Malawi,1940,6.78,30.3,1.96
Malawi,1950,6.79,36.35,2.95
Malawi,1951,6.78,36.45,3.01
Malawi,1952,6.78,36.62,3.07
Malawi,1953,6.78,36.81,3.12
Malawi,1954,6.79,37.02,3.19
Malawi,1955,6.8,37.24,3.25
Malawi,1956,6.81,37.48,3.32
Malawi,1957,6.83,37.72,3.39
Malawi,1958,6.86,37.99,3.46
Malawi,1959,6.88,38.25,3.54
Malawi,1960,6.91,38.51,3.62
Malawi,1961,6.95,38.76,3.7
Malawi,1962,6.98,39.02,3.78
Malawi,1963,7.02,39.25,3.87
Malawi,1964,7.06,39.49,3.96
Malawi,1965,7.1,39.75,4.06
Malawi,1966,7.14,40.03,4.16
Malawi,1967,7.18,40.36,4.26
Malawi,1968,7.22,40.73,4.37
Malawi,1969,7.26,41.16,4.48
Malawi,1970,7.3,41.62,4.6
Malawi,1971,7.35,42.09,4.73
Malawi,1972,7.39,42.55,4.86
Malawi,1973,7.43,43.0,5.0
Malawi,1974,7.48,43.41,5.14
Malawi,1975,7.52,43.79,5.29
Malawi,1976,7.56,44.16,5.45
Malawi,1977,7.58,44.54,5.63
Malawi,1978,7.61,44.92,5.81
Malawi,1979,7.62,45.31,5.99
Malawi,1980,7.62,45.72,6.16
Malawi,1981,7.62,46.13,6.33
Malawi,1982,7.61,46.53,6.48
Malawi,1983,7.6,46.91,6.66
Malawi,1984,7.58,47.26,6.89
Malawi,1985,7.55,47.6,7.21
Malawi,1986,7.49,47.9,7.62
Malawi,1987,7.4,48.17,8.11
Malawi,1988,7.29,48.42,8.62
Malawi,1989,7.15,48.64,9.07
Malawi,1990,7.0,48.8,9.41
Malawi,1991,6.85,48.6,9.6
Malawi,1992,6.72,48.3,9.68
Malawi,1993,6.61,48.0,9.7
Malawi,1994,6.54,47.4,9.73
Malawi,1995,6.48,46.9,9.82
Malawi,1996,6.45,46.3,10.01
Malawi,1997,6.41,45.8,10.26
Malawi,1998,6.37,45.3,10.56
Malawi,1999,6.32,45.1,10.88
Malawi,2000,6.25,45.4,11.19
Malawi,2001,6.19,45.9,11.49
Malawi,2002,6.12,46.4,11.79
Malawi,2003,6.06,47.0,12.09
Malawi,2004,6.0,47.5,12.41
Malawi,2005,5.95,48.5,12.75
Malawi,2006,5.9,49.6,13.11
Malawi,2007,5.84,51.0,13.5
Malawi,2008,5.78,52.4,13.9
Malawi,2009,5.71,53.9,14.33
Malawi,2010,5.64,55.4,14.77
Malawi,2011,5.55,56.6,15.23
Malawi,2012,5.47,58.0,15.7
Malawi,2013,5.39,59.3,16.19
Malawi,2014,5.31,60.1,16.7
Malawi,2015,5.23,60.5,17.22
Malaysia,1800,5.45,30.6,0.29
Malaysia,1810,5.45,30.6,0.29
Malaysia,1820,5.45,30.6,0.3
Malaysia,1830,5.45,30.6,0.35
Malaysia,1840,5.45,30.6,0.44
Malaysia,1850,5.45,30.6,0.53
Malaysia,1860,5.45,30.6,0.66
Malaysia,1870,5.45,30.6,0.84
Malaysia,1880,5.45,30.6,1.14
Malaysia,1890,5.45,30.6,1.59
Malaysia,1900,5.45,30.6,2.2
Malaysia,1910,5.45,30.6,2.88
Malaysia,1920,5.45,30.6,3.53
Malaysia,1930,4.94,30.6,4.39
Malaysia,1940,5.45,42.04,5.4
Malaysia,1950,6.2,53.7,6.11
Malaysia,1951,6.21,54.05,6.26
Malaysia,1952,6.23,54.72,6.43
Malaysia,1953,6.24,55.39,6.62
Malaysia,1954,6.25,56.06,6.81
Malaysia,1955,6.26,56.72,7.02
Malaysia,1956,6.26,57.37,7.23
Malaysia,1957,6.26,58.01,7.44
Malaysia,1958,6.25,58.65,7.67
Malaysia,1959,6.23,59.27,7.91
Malaysia,1960,6.19,59.89,8.16
Malaysia,1961,6.14,60.48,8.43
Malaysia,1962,6.05,61.07,8.71
Malaysia,1963,5.94,61.63,9.0
Malaysia,1964,5.81,62.17,9.29
Malaysia,1965,5.66,62.71,9.57
Malaysia,1966,5.49,63.21,9.84
Malaysia,1967,5.33,63.7,10.11
Malaysia,1968,5.17,64.17,10.38
Malaysia,1969,5.01,64.63,10.64
Malaysia,1970,4.87,65.08,10.91
Malaysia,1971,4.74,65.51,11.18
Malaysia,1972,4.6,65.93,11.46
Malaysia,1973,4.47,66.34,11.74
Malaysia,1974,4.34,66.73,12.03
Malaysia,1975,4.21,67.13,12.31
Malaysia,1976,4.09,67.5,12.6
Malaysia,1977,3.99,67.86,12.89
Malaysia,1978,3.91,68.21,13.19
Malaysia,1979,3.84,68.56,13.5
Malaysia,1980,3.79,68.89,13.83
Malaysia,1981,3.75,69.22,14.18
Malaysia,1982,3.73,69.53,14.54
Malaysia,1983,3.7,69.84,14.93
Malaysia,1984,3.68,70.14,15.33
Malaysia,1985,3.66,70.45,15.76
Malaysia,1986,3.63,70.73,16.22
Malaysia,1987,3.6,71.01,16.7
Malaysia,1988,3.58,71.28,17.2
Malaysia,1989,3.55,71.54,17.71
Malaysia,1990,3.52,71.8,18.21
Malaysia,1991,3.49,72.0,18.71
Malaysia,1992,3.45,72.2,19.2
Malaysia,1993,3.42,72.4,19.7
Malaysia,1994,3.39,72.4,20.21
Malaysia,1995,3.34,72.4,20.73
Malaysia,1996,3.28,72.5,21.26
Malaysia,1997,3.19,72.8,21.81
Malaysia,1998,3.09,73.0,22.36
Malaysia,1999,2.96,73.1,22.9
Malaysia,2000,2.83,73.3,23.42
Malaysia,2001,2.68,73.6,23.92
Malaysia,2002,2.54,73.8,24.4
Malaysia,2003,2.42,73.9,24.87
Malaysia,2004,2.31,74.0,25.33
Malaysia,2005,2.22,74.3,25.8
Malaysia,2006,2.15,74.5,26.26
Malaysia,2007,2.09,74.5,26.73
Malaysia,2008,2.05,74.5,27.2
Malaysia,2009,2.02,74.3,27.66
Malaysia,2010,2.0,74.4,28.12
Malaysia,2011,1.99,74.6,28.57
Malaysia,2012,1.98,74.7,29.02
Malaysia,2013,1.96,74.9,29.47
Malaysia,2014,1.95,75.1,29.9
Malaysia,2015,1.94,75.3,30.33
Maldives,1800,5.98,32.65,0.04
Maldives,1810,5.98,32.65,0.04
Maldives,1820,5.98,32.65,0.04
Maldives,1830,5.98,32.65,0.04
Maldives,1840,5.98,32.65,0.05
Maldives,1850,5.98,32.65,0.05
Maldives,1860,5.98,32.65,0.05
Maldives,1870,5.98,32.65,0.06
Maldives,1880,5.98,32.65,0.06
Maldives,1890,5.98,32.65,0.06
Maldives,1900,5.98,32.65,0.06
Maldives,1910,5.98,32.65,0.07
Maldives,1920,5.98,32.65,0.07
Maldives,1930,5.9,32.65,0.07
Maldives,1940,5.75,32.65,0.08
Maldives,1950,5.6,33.72,0.07
Maldives,1951,5.72,33.9,0.07
Maldives,1952,5.94,34.18,0.08
Maldives,1953,6.15,34.49,0.08
Maldives,1954,6.34,34.86,0.08
Maldives,1955,6.5,35.27,0.08
Maldives,1956,6.64,35.72,0.08
Maldives,1957,6.76,36.22,0.08
Maldives,1958,6.87,36.78,0.09
Maldives,1959,6.95,37.39,0.09
Maldives,1960,7.02,38.07,0.09
Maldives,1961,7.08,38.82,0.09
Maldives,1962,7.12,39.64,0.09
Maldives,1963,7.15,40.54,0.1
Maldives,1964,7.18,41.48,0.1
Maldives,1965,7.2,42.47,0.1
Maldives,1966,7.22,43.48,0.11
Maldives,1967,7.23,44.49,0.11
Maldives,1968,7.24,45.48,0.11
Maldives,1969,7.24,46.44,0.11
Maldives,1970,7.23,47.37,0.12
Maldives,1971,7.2,48.25,0.12
Maldives,1972,7.16,49.12,0.12
Maldives,1973,7.1,49.98,0.13
Maldives,1974,7.04,50.82,0.13
Maldives,1975,6.98,51.69,0.14
Maldives,1976,6.94,52.59,0.14
Maldives,1977,6.93,53.53,0.14
Maldives,1978,6.95,54.51,0.15
Maldives,1979,7.0,55.53,0.15
Maldives,1980,7.07,56.58,0.16
Maldives,1981,7.15,57.62,0.16
Maldives,1982,7.21,58.64,0.17
Maldives,1983,7.25,59.64,0.18
Maldives,1984,7.24,60.6,0.18
Maldives,1985,7.18,61.51,0.19
Maldives,1986,7.06,62.41,0.2
Maldives,1987,6.89,63.3,0.2
Maldives,1988,6.66,64.19,0.21
Maldives,1989,6.4,65.08,0.22
Maldives,1990,6.1,66.0,0.22
Maldives,1991,5.78,66.7,0.23
Maldives,1992,5.46,67.3,0.24
Maldives,1993,5.15,67.9,0.24
Maldives,1994,4.85,68.6,0.25
Maldives,1995,4.56,69.3,0.25
Maldives,1996,4.29,70.0,0.26
Maldives,1997,4.02,70.8,0.27
Maldives,1998,3.76,71.7,0.27
Maldives,1999,3.51,72.3,0.28
Maldives,2000,3.27,73.0,0.28
Maldives,2001,3.06,73.7,0.29
Maldives,2002,2.87,74.4,0.29
Maldives,2003,2.72,75.3,0.29
Maldives,2004,2.6,74.7,0.3
Maldives,2005,2.51,76.9,0.3
Maldives,2006,2.45,77.5,0.31
Maldives,2007,2.41,78.1,0.32
Maldives,2008,2.38,78.5,0.32
Maldives,2009,2.36,78.9,0.33
Maldives,2010,2.34,79.2,0.33
Maldives,2011,2.31,79.6,0.34
Maldives,2012,2.29,79.8,0.34
Maldives,2013,2.26,79.9,0.35
Maldives,2014,2.22,80.0,0.36
Maldives,2015,2.18,80.0,0.36
Mali,1800,6.23,26.41,1.4
Mali,1810,6.23,26.41,1.4
Mali,1820,6.23,26.41,1.44
Mali,1830,6.23,26.41,1.54
Mali,1840,6.23,26.41,1.69
Mali,1850,6.23,26.41,1.85
Mali,1860,6.23,26.41,2.03
Mali,1870,6.23,26.41,2.24
Mali,1880,6.23,26.41,2.45
Mali,1890,6.23,26.41,2.7
Mali,1900,6.23,26.41,2.96
Mali,1910,6.23,26.41,3.25
Mali,1920,6.23,26.41,3.57
Mali,1930,6.26,26.41,3.91
Mali,1940,6.33,26.41,4.29
Mali,1950,6.4,27.12,4.71
Mali,1951,6.42,27.34,4.76
Mali,1952,6.47,27.71,4.81
Mali,1953,6.51,28.04,4.86
Mali,1954,6.54,28.34,4.92
Mali,1955,6.57,28.6,4.98
Mali,1956,6.6,28.84,5.03
Mali,1957,6.63,29.04,5.09
Mali,1958,6.66,29.23,5.15
Mali,1959,6.68,29.42,5.21
Mali,1960,6.7,29.61,5.26
Mali,1961,6.73,29.83,5.32
Mali,1962,6.75,30.08,5.38
Mali,1963,6.77,30.4,5.44
Mali,1964,6.79,30.79,5.5
Mali,1965,6.82,31.26,5.57
Mali,1966,6.84,31.8,5.64
Mali,1967,6.86,32.41,5.71
Mali,1968,6.88,33.07,5.78
Mali,1969,6.89,33.77,5.86
Mali,1970,6.9,34.51,5.95
Mali,1971,6.91,35.27,6.04
Mali,1972,6.92,36.04,6.15
Mali,1973,6.94,36.82,6.26
Mali,1974,6.95,37.61,6.37
Mali,1975,6.97,38.39,6.48
Mali,1976,6.98,39.18,6.6
Mali,1977,7.0,39.97,6.71
Mali,1978,7.02,40.79,6.83
Mali,1979,7.03,41.61,6.96
Mali,1980,7.05,42.45,7.09
Mali,1981,7.06,43.3,7.23
Mali,1982,7.07,44.17,7.39
Mali,1983,7.08,45.02,7.54
Mali,1984,7.09,45.86,7.69
Mali,1985,7.09,46.68,7.83
Mali,1986,7.1,47.45,7.96
Mali,1987,7.09,48.18,8.07
Mali,1988,7.09,48.86,8.19
Mali,1989,7.08,49.47,8.32
Mali,1990,7.06,50.0,8.48
Mali,1991,7.04,50.5,8.67
Mali,1992,7.02,50.8,8.89
Mali,1993,7.0,51.2,9.13
Mali,1994,6.97,51.2,9.38
Mali,1995,6.95,51.4,9.64
Mali,1996,6.92,51.8,9.9
Mali,1997,6.9,52.2,10.17
Mali,1998,6.87,50.9,10.44
Mali,1999,6.85,53.5,10.74
Mali,2000,6.84,53.5,11.05
Mali,2001,6.82,54.1,11.38
Mali,2002,6.81,54.6,11.72
Mali,2003,6.8,55.5,12.09
Mali,2004,6.8,56.2,12.47
Mali,2005,6.8,56.9,12.88
Mali,2006,6.8,57.4,13.31
Mali,2007,6.81,58.0,13.76
Mali,2008,6.82,58.5,14.22
Mali,2009,6.83,58.9,14.69
Mali,2010,6.84,59.2,15.17
Mali,2011,6.85,59.6,15.64
Mali,2012,6.85,59.8,16.11
Mali,2013,6.85,59.8,16.59
Mali,2014,6.83,60.0,17.09
Mali,2015,6.81,60.2,17.6
Malta,1800,5.49,28.7,0.13
Malta,1810,5.49,28.7,0.13
Malta,1820,5.49,28.7,0.14
Malta,1830,5.49,28.7,0.14
Malta,1840,5.49,28.7,0.15
Malta,1850,5.49,28.7,0.16
Malta,1860,5.49,28.7,0.17
Malta,1870,5.49,28.7,0.19
Malta,1880,5.49,32.48,0.2
Malta,1890,5.36,37.21,0.21
Malta,1900,5.23,41.94,0.23
Malta,1910,4.84,46.66,0.24
Malta,1920,4.62,51.39,0.26
Malta,1930,4.58,56.12,0.27
Malta,1940,4.36,57.5,0.29
Malta,1950,4.21,65.93,0.31
Malta,1951,4.2,66.02,0.31
Malta,1952,4.16,66.17,0.31
Malta,1953,4.12,66.35,0.31
Malta,1954,4.07,66.55,0.31
Malta,1955,4.01,66.79,0.31
Malta,1956,3.94,67.06,0.31
Malta,1957,3.86,67.34,0.31
Malta,1958,3.77,67.65,0.31
Malta,1959,3.66,67.97,0.31
Malta,1960,3.53,68.32,0.31
Malta,1961,3.38,68.67,0.31
Malta,1962,3.2,69.02,0.31
Malta,1963,3.01,69.37,0.31
Malta,1964,2.8,69.7,0.31
Malta,1965,2.59,70.03,0.31
Malta,1966,2.4,70.36,0.31
Malta,1967,2.24,70.67,0.3
Malta,1968,2.11,70.98,0.3
Malta,1969,2.02,71.29,0.3
Malta,1970,1.98,71.6,0.3
Malta,1971,1.96,71.9,0.3
Malta,1972,1.98,72.2,0.3
Malta,1973,2.0,72.49,0.31
Malta,1974,2.03,72.78,0.31
Malta,1975,2.06,73.07,0.31
Malta,1976,2.08,73.36,0.31
Malta,1977,2.09,73.63,0.31
Malta,1978,2.1,73.92,0.31
Malta,1979,2.1,74.19,0.32
Malta,1980,2.09,74.47,0.32
Malta,1981,2.08,74.74,0.32
Malta,1982,2.06,75.01,0.33
Malta,1983,2.06,75.28,0.33
Malta,1984,2.05,75.54,0.33
Malta,1985,2.06,75.81,0.34
Malta,1986,2.06,76.08,0.34
Malta,1987,2.06,76.33,0.35
Malta,1988,2.07,76.59,0.35
Malta,1989,2.06,76.84,0.35
Malta,1990,2.05,77.1,0.36
Malta,1991,2.04,77.3,0.36
Malta,1992,2.02,77.5,0.36
Malta,1993,2.0,77.9,0.37
Malta,1994,1.97,78.2,0.37
Malta,1995,1.93,78.4,0.37
Malta,1996,1.88,78.5,0.38
Malta,1997,1.82,78.8,0.38
Malta,1998,1.75,78.9,0.38
Malta,1999,1.67,79.0,0.38
Malta,2000,1.59,79.2,0.39
Malta,2001,1.52,79.4,0.39
Malta,2002,1.46,79.8,0.39
Malta,2003,1.42,80.1,0.39
Malta,2004,1.39,80.3,0.39
Malta,2005,1.38,80.7,0.4
Malta,2006,1.37,81.0,0.4
Malta,2007,1.38,80.9,0.4
Malta,2008,1.38,80.7,0.41
Malta,2009,1.38,81.2,0.41
Malta,2010,1.37,81.3,0.41
Malta,2011,1.37,81.3,0.41
Malta,2012,1.36,81.6,0.42
Malta,2013,1.36,81.7,0.42
Malta,2014,1.35,82.0,0.42
Malta,2015,1.35,82.1,0.42
Mauritania,1800,6.34,32.0,0.38
Mauritania,1810,6.34,32.0,0.38
Mauritania,1820,6.34,32.0,0.39
Mauritania,1830,6.34,32.0,0.4
Mauritania,1840,6.34,32.0,0.42
Mauritania,1850,6.34,32.0,0.43
Mauritania,1860,6.34,32.0,0.45
Mauritania,1870,6.34,32.0,0.47
Mauritania,1880,6.34,32.0,0.49
Mauritania,1890,6.34,32.0,0.51
Mauritania,1900,6.34,32.0,0.53
Mauritania,1910,6.34,32.0,0.56
Mauritania,1920,6.34,32.0,0.58
Mauritania,1930,6.3,32.0,0.6
Mauritania,1940,6.21,32.0,0.63
Mauritania,1950,6.12,37.66,0.66
Mauritania,1951,6.18,37.95,0.68
Mauritania,1952,6.3,38.53,0.69
Mauritania,1953,6.4,39.14,0.71
Mauritania,1954,6.49,39.77,0.73
Mauritania,1955,6.57,40.42,0.75
Mauritania,1956,6.63,41.09,0.77
Mauritania,1957,6.69,41.78,0.79
Mauritania,1958,6.73,42.48,0.81
Mauritania,1959,6.76,43.2,0.83
Mauritania,1960,6.78,43.91,0.86
Mauritania,1961,6.79,44.62,0.88
Mauritania,1962,6.79,45.31,0.91
Mauritania,1963,6.8,45.96,0.94
Mauritania,1964,6.8,46.59,0.96
Mauritania,1965,6.8,47.18,0.99
Mauritania,1966,6.8,47.73,1.02
Mauritania,1967,6.8,48.26,1.05
Mauritania,1968,6.8,48.78,1.08
Mauritania,1969,6.79,49.27,1.12
Mauritania,1970,6.78,49.77,1.15
Mauritania,1971,6.77,50.25,1.18
Mauritania,1972,6.76,50.73,1.22
Mauritania,1973,6.74,51.2,1.25
Mauritania,1974,6.71,51.69,1.29
Mauritania,1975,6.68,52.19,1.33
Mauritania,1976,6.64,52.73,1.37
Mauritania,1977,6.59,53.29,1.41
Mauritania,1978,6.54,53.89,1.45
Mauritania,1979,6.48,54.51,1.49
Mauritania,1980,6.43,55.13,1.53
Mauritania,1981,6.37,55.75,1.58
Mauritania,1982,6.31,56.34,1.62
Mauritania,1983,6.26,56.9,1.67
Mauritania,1984,6.22,57.41,1.72
Mauritania,1985,6.18,57.86,1.77
Mauritania,1986,6.14,58.28,1.82
Mauritania,1987,6.1,58.64,1.87
Mauritania,1988,6.07,58.96,1.92
Mauritania,1989,6.02,59.25,1.97
Mauritania,1990,5.98,59.5,2.02
Mauritania,1991,5.93,60.2,2.08
Mauritania,1992,5.88,60.4,2.14
Mauritania,1993,5.82,60.7,2.2
Mauritania,1994,5.76,60.7,2.27
Mauritania,1995,5.7,61.2,2.33
Mauritania,1996,5.63,61.5,2.4
Mauritania,1997,5.57,62.0,2.48
Mauritania,1998,5.51,62.5,2.55
Mauritania,1999,5.44,63.2,2.63
Mauritania,2000,5.38,63.8,2.71
Mauritania,2001,5.32,64.2,2.8
Mauritania,2002,5.26,64.9,2.88
Mauritania,2003,5.21,65.5,2.97
Mauritania,2004,5.15,65.9,3.06
Mauritania,2005,5.1,66.3,3.15
Mauritania,2006,5.04,67.0,3.24
Mauritania,2007,4.99,67.5,3.33
Mauritania,2008,4.94,67.9,3.41
Mauritania,2009,4.89,68.2,3.5
Mauritania,2010,4.84,68.6,3.59
Mauritania,2011,4.78,68.8,3.68
Mauritania,2012,4.73,69.1,3.78
Mauritania,2013,4.67,69.3,3.87
Mauritania,2014,4.61,69.6,3.97
Mauritania,2015,4.55,69.7,4.07
Mauritius,1800,5.03,28.7,0.06
Mauritius,1810,5.03,28.7,0.08
Mauritius,1820,5.03,28.7,0.1
Mauritius,1830,5.03,33.41,0.12
Mauritius,1840,5.03,32.53,0.15
Mauritius,1850,5.03,31.13,0.2
Mauritius,1860,5.03,30.96,0.28
Mauritius,1870,5.03,39.29,0.33
Mauritius,1880,5.03,34.12,0.35
Mauritius,1890,4.81,28.16,0.37
Mauritius,1900,5.17,26.29,0.37
Mauritius,1910,4.61,28.93,0.37
Mauritius,1920,4.7,31.19,0.38
Mauritius,1930,4.23,27.66,0.39
Mauritius,1940,3.9,37.23,0.41
Mauritius,1950,6.05,48.05,0.49
Mauritius,1951,5.99,48.57,0.51
Mauritius,1952,5.9,49.61,0.52
Mauritius,1953,5.84,50.68,0.54
Mauritius,1954,5.82,51.78,0.55
Mauritius,1955,5.83,52.92,0.57
Mauritius,1956,5.87,54.09,0.59
Mauritius,1957,5.94,55.28,0.61
Mauritius,1958,6.03,56.46,0.62
Mauritius,1959,6.11,57.63,0.64
Mauritius,1960,6.17,58.74,0.66
Mauritius,1961,6.18,59.75,0.68
Mauritius,1962,6.12,60.64,0.7
Mauritius,1963,5.99,61.38,0.72
Mauritius,1964,5.79,61.97,0.74
Mauritius,1965,5.51,62.4,0.75
Mauritius,1966,5.19,62.67,0.77
Mauritius,1967,4.85,62.85,0.78
Mauritius,1968,4.52,62.97,0.8
Mauritius,1969,4.21,63.05,0.81
Mauritius,1970,3.95,63.14,0.83
Mauritius,1971,3.74,63.27,0.84
Mauritius,1972,3.58,63.45,0.85
Mauritius,1973,3.44,63.68,0.87
Mauritius,1974,3.34,63.99,0.88
Mauritius,1975,3.26,64.37,0.89
Mauritius,1976,3.17,64.83,0.91
Mauritius,1977,3.07,65.34,0.92
Mauritius,1978,2.95,65.87,0.94
Mauritius,1979,2.82,66.41,0.95
Mauritius,1980,2.67,66.92,0.97
Mauritius,1981,2.53,67.34,0.98
Mauritius,1982,2.41,67.7,0.99
Mauritius,1983,2.33,67.96,1.0
Mauritius,1984,2.27,68.14,1.01
Mauritius,1985,2.25,68.26,1.02
Mauritius,1986,2.26,68.38,1.02
Mauritius,1987,2.27,68.53,1.03
Mauritius,1988,2.29,68.74,1.04
Mauritius,1989,2.3,68.99,1.05
Mauritius,1990,2.29,69.3,1.06
Mauritius,1991,2.28,69.6,1.07
Mauritius,1992,2.25,69.7,1.08
Mauritius,1993,2.22,69.8,1.1
Mauritius,1994,2.18,70.0,1.11
Mauritius,1995,2.14,70.3,1.13
Mauritius,1996,2.11,70.5,1.14
Mauritius,1997,2.07,70.7,1.15
Mauritius,1998,2.04,71.0,1.17
Mauritius,1999,2.02,71.2,1.18
Mauritius,2000,1.99,71.4,1.19
Mauritius,2001,1.97,71.6,1.19
Mauritius,2002,1.93,71.7,1.2
Mauritius,2003,1.88,71.9,1.21
Mauritius,2004,1.82,72.1,1.22
Mauritius,2005,1.75,72.4,1.22
Mauritius,2006,1.69,72.5,1.23
Mauritius,2007,1.63,72.7,1.23
Mauritius,2008,1.58,72.9,1.24
Mauritius,2009,1.54,73.2,1.24
Mauritius,2010,1.52,73.4,1.25
Mauritius,2011,1.51,73.7,1.25
Mauritius,2012,1.5,74.1,1.26
Mauritius,2013,1.5,74.2,1.26
Mauritius,2014,1.5,74.3,1.27
Mauritius,2015,1.5,74.5,1.27
Mexico,1800,6.8,26.9,6.18
Mexico,1810,6.8,26.9,6.38
Mexico,1820,6.8,26.9,6.62
Mexico,1830,6.8,26.9,6.93
Mexico,1840,6.8,26.9,7.29
Mexico,1850,6.8,26.9,7.75
Mexico,1860,6.8,26.9,8.43
Mexico,1870,6.8,26.9,9.34
Mexico,1880,6.8,26.9,10.47
Mexico,1890,6.8,26.9,11.87
Mexico,1900,6.8,27.58,13.66
Mexico,1910,5.94,27.41,15.12
Mexico,1920,5.82,31.74,15.07
Mexico,1930,5.96,36.2,17.37
Mexico,1940,5.92,39.2,20.7
Mexico,1950,6.62,48.69,28.01
Mexico,1951,6.64,49.27,28.84
Mexico,1952,6.69,50.37,29.71
Mexico,1953,6.73,51.42,30.63
Mexico,1954,6.76,52.43,31.6
Mexico,1955,6.78,53.39,32.61
Mexico,1956,6.79,54.29,33.65
Mexico,1957,6.8,55.14,34.73
Mexico,1958,6.8,55.94,35.84
Mexico,1959,6.79,56.67,36.99
Mexico,1960,6.78,57.34,38.17
Mexico,1961,6.78,57.95,39.39
Mexico,1962,6.77,58.49,40.65
Mexico,1963,6.77,58.96,41.94
Mexico,1964,6.77,59.4,43.26
Mexico,1965,6.77,59.78,44.62
Mexico,1966,6.77,60.15,46.01
Mexico,1967,6.78,60.53,47.43
Mexico,1968,6.78,60.91,48.89
Mexico,1969,6.76,61.32,50.42
Mexico,1970,6.72,61.77,52.03
Mexico,1971,6.64,62.25,53.72
Mexico,1972,6.53,62.75,55.48
Mexico,1973,6.36,63.29,57.28
Mexico,1974,6.16,63.83,59.09
Mexico,1975,5.93,64.39,60.87
Mexico,1976,5.68,64.95,62.62
Mexico,1977,5.42,65.51,64.34
Mexico,1978,5.16,66.05,66.03
Mexico,1979,4.92,66.58,67.69
Mexico,1980,4.71,67.09,69.33
Mexico,1981,4.51,67.58,70.95
Mexico,1982,4.33,68.05,72.55
Mexico,1983,4.17,68.52,74.13
Mexico,1984,4.03,68.97,75.72
Mexico,1985,3.9,69.4,77.32
