country,year,fertilityrate,life_expectancy,Total_population
Austria,1967,2.62,70.1,7.39
Austria,1968,2.59,70.25,7.43
Austria,1969,2.49,70.02,7.47
Austria,1970,2.29,70.07,7.51
Austria,1971,2.2,70.27,7.54
Austria,1972,2.09,70.59,7.57
Austria,1973,1.94,71.16,7.6
Austria,1974,1.91,71.15,7.62
Austria,1975,1.83,71.28,7.63
Austria,1976,1.69,71.77,7.63
Austria,1977,1.63,72.12,7.63
Austria,1978,1.6,72.2,7.62
Austria,1979,1.6,72.51,7.61
Austria,1980,1.65,72.64,7.6
Austria,1981,1.67,72.96,7.59
Austria,1982,1.66,73.12,7.59
Austria,1983,1.56,73.19,7.59
Austria,1984,1.52,73.73,7.59
Austria,1985,1.47,73.95,7.6
Austria,1986,1.45,74.43,7.61
Austria,1987,1.43,74.86,7.62
Austria,1988,1.45,75.34,7.64
Austria,1989,1.45,75.43,7.67
Austria,1990,1.46,75.7,7.71
Austria,1991,1.51,75.8,7.76
Austria,1992,1.51,76.0,7.81
Austria,1993,1.5,76.2,7.87
Austria,1994,1.47,76.5,7.93
Austria,1995,1.42,76.8,7.97
Austria,1996,1.45,77.1,8.0
Austria,1997,1.39,77.6,8.02
Austria,1998,1.37,77.8,8.02
Austria,1999,1.34,78.0,8.03
Austria,2000,1.37,78.2,8.05
Austria,2001,1.33,78.6,8.08
Austria,2002,1.39,78.8,8.11
Austria,2003,1.38,79.0,8.16
Austria,2004,1.42,79.4,8.2
Austria,2005,1.41,79.5,8.23
Austria,2006,1.41,80.0,8.27
Austria,2007,1.38,80.1,8.3
Austria,2008,1.41,80.4,8.33
Austria,2009,1.39,80.3,8.36
Austria,2010,1.44,80.5,8.39
Austria,2011,1.44,80.7,8.42
Austria,2012,1.46,80.9,8.46
Austria,2013,1.47,81.1,8.49
Austria,2014,1.48,81.2,8.52
Austria,2015,1.5,81.3,8.54
Azerbaijan,1800,8.1,29.17,0.88
Azerbaijan,1810,8.1,29.17,0.88
Azerbaijan,1820,8.1,29.17,0.9
Azerbaijan,1830,8.1,29.17,0.97
Azerbaijan,1840,8.1,29.17,1.06
Azerbaijan,1850,8.1,29.17,1.16
Azerbaijan,1860,8.1,29.17,1.27
Azerbaijan,1870,8.1,26.63,1.39
Azerbaijan,1880,8.1,28.17,1.52
Azerbaijan,1890,8.1,30.17,1.67
Azerbaijan,1900,7.95,31.07,1.83
Azerbaijan,1910,7.65,33.57,2.0
Azerbaijan,1920,7.35,30.0,2.19
Azerbaijan,1930,6.89,38.75,2.4
Azerbaijan,1940,6.27,44.97,2.63
Azerbaijan,1950,5.64,57.29,2.9
Azerbaijan,1951,5.59,57.5,2.97
Azerbaijan,1952,5.51,57.93,3.05
Azerbaijan,1953,5.44,58.36,3.13
Azerbaijan,1954,5.41,58.79,3.23
Azerbaijan,1955,5.39,59.21,3.33
Azerbaijan,1956,5.4,59.63,3.43
Azerbaijan,1957,5.43,60.05,3.54
Azerbaijan,1958,5.48,60.48,3.65
Azerbaijan,1959,5.53,60.9,3.77
Azerbaijan,1960,5.57,61.33,3.9
Azerbaijan,1961,5.6,61.76,4.03
Azerbaijan,1962,5.59,62.2,4.17
Azerbaijan,1963,5.55,62.62,4.31
Azerbaijan,1964,5.47,63.06,4.45
Azerbaijan,1965,5.35,63.49,4.58
Azerbaijan,1966,5.21,63.91,4.71
Azerbaijan,1967,5.06,64.35,4.83
Azerbaijan,1968,4.9,64.75,4.95
Azerbaijan,1969,4.75,65.14,5.07
Azerbaijan,1970,4.61,65.48,5.18
Azerbaijan,1971,4.48,65.75,5.29
Azerbaijan,1972,4.35,65.93,5.39
Azerbaijan,1973,4.22,66.04,5.5
Azerbaijan,1974,4.08,66.05,5.6
Azerbaijan,1975,3.95,66.02,5.69
Azerbaijan,1976,3.81,65.92,5.79
Azerbaijan,1977,3.68,65.8,5.88
Azerbaijan,1978,3.54,65.68,5.98
Azerbaijan,1979,3.41,65.6,6.07
Azerbaijan,1980,3.29,65.55,6.16
Azerbaijan,1981,3.18,65.61,6.26
Azerbaijan,1982,3.09,65.73,6.36
Azerbaijan,1983,3.03,65.92,6.46
Azerbaijan,1984,2.98,66.15,6.57
Azerbaijan,1985,2.95,66.37,6.67
Azerbaijan,1986,2.95,66.48,6.78
Azerbaijan,1987,2.95,66.46,6.89
Azerbaijan,1988,2.96,66.28,6.99
Azerbaijan,1989,2.97,65.98,7.1
Azerbaijan,1990,2.97,65.6,7.22
Azerbaijan,1991,2.94,65.3,7.33
Azerbaijan,1992,2.88,63.7,7.45
Azerbaijan,1993,2.8,64.0,7.57
Azerbaijan,1994,2.69,63.5,7.68
Azerbaijan,1995,2.56,64.6,7.77
Azerbaijan,1996,2.43,65.0,7.85
Azerbaijan,1997,2.3,65.3,7.92
Azerbaijan,1998,2.19,65.6,7.98
Azerbaijan,1999,2.11,65.9,8.05
Azerbaijan,2000,2.05,66.5,8.12
Azerbaijan,2001,2.01,67.2,8.2
Azerbaijan,2002,2.0,67.6,8.28
Azerbaijan,2003,1.99,67.6,8.37
Azerbaijan,2004,1.99,67.8,8.47
Azerbaijan,2005,1.99,68.2,8.56
Azerbaijan,2006,1.99,68.7,8.66
Azerbaijan,2007,1.99,69.1,8.76
Azerbaijan,2008,1.99,69.2,8.87
Azerbaijan,2009,1.98,69.7,8.98
Azerbaijan,2010,1.97,70.1,9.1
Azerbaijan,2011,1.96,70.8,9.23
Azerbaijan,2012,1.94,71.5,9.36
Azerbaijan,2013,1.92,72.1,9.5
Azerbaijan,2014,1.91,72.5,9.63
Azerbaijan,2015,1.89,72.9,9.75
Bahamas,1800,5.9,35.18,0.03
Bahamas,1810,5.9,35.18,0.03
Bahamas,1820,5.9,35.18,0.03
Bahamas,1830,5.9,35.18,0.03
Bahamas,1840,5.9,35.18,0.03
Bahamas,1850,5.9,35.18,0.03
Bahamas,1860,5.9,35.18,0.03
Bahamas,1870,5.9,35.18,0.04
Bahamas,1880,5.9,35.18,0.04
Bahamas,1890,5.9,35.18,0.05
Bahamas,1900,5.9,35.18,0.05
Bahamas,1910,5.9,35.18,0.06
Bahamas,1920,5.9,35.18,0.05
Bahamas,1930,5.52,42.63,0.06
Bahamas,1940,4.75,50.9,0.07
Bahamas,1950,3.98,58.74,0.08
Bahamas,1951,3.99,58.91,0.08
Bahamas,1952,4.02,59.29,0.08
Bahamas,1953,4.06,59.67,0.08
Bahamas,1954,4.12,60.03,0.09
Bahamas,1955,4.18,60.39,0.09
Bahamas,1956,4.25,60.72,0.09
Bahamas,1957,4.32,61.06,0.1
Bahamas,1958,4.4,61.38,0.1
Bahamas,1959,4.46,61.69,0.1
Bahamas,1960,4.5,62.0,0.11
Bahamas,1961,4.5,62.29,0.12
Bahamas,1962,4.45,62.58,0.12
Bahamas,1963,4.36,62.85,0.13
Bahamas,1964,4.22,63.13,0.13
Bahamas,1965,4.06,63.4,0.14
Bahamas,1966,3.89,63.65,0.15
Bahamas,1967,3.75,63.91,0.15
Bahamas,1968,3.64,64.14,0.16
Bahamas,1969,3.57,64.39,0.16
Bahamas,1970,3.53,64.61,0.17
Bahamas,1971,3.5,64.85,0.17
Bahamas,1972,3.47,65.08,0.18
Bahamas,1973,3.41,65.3,0.18
Bahamas,1974,3.33,65.53,0.19
Bahamas,1975,3.23,65.74,0.19
Bahamas,1976,3.14,65.96,0.19
Bahamas,1977,3.06,66.16,0.2
Bahamas,1978,3.01,66.37,0.2
Bahamas,1979,2.99,66.57,0.21
Bahamas,1980,2.99,66.75,0.21
Bahamas,1981,2.99,66.95,0.22
Bahamas,1982,2.99,67.12,0.22
Bahamas,1983,2.97,67.31,0.23
Bahamas,1984,2.92,67.5,0.23
Bahamas,1985,2.86,67.67,0.23
Bahamas,1986,2.79,67.86,0.24
Bahamas,1987,2.73,68.02,0.24
Bahamas,1988,2.68,68.2,0.25
Bahamas,1989,2.65,68.35,0.25
Bahamas,1990,2.64,68.5,0.26
Bahamas,1991,2.63,68.9,0.26
Bahamas,1992,2.62,69.2,0.27
Bahamas,1993,2.6,69.7,0.27
Bahamas,1994,2.57,69.5,0.28
Bahamas,1995,2.51,69.7,0.28
Bahamas,1996,2.44,70.0,0.28
Bahamas,1997,2.36,70.2,0.29
Bahamas,1998,2.26,70.1,0.29
Bahamas,1999,2.17,70.1,0.29
Bahamas,2000,2.07,70.2,0.3
Bahamas,2001,1.99,70.3,0.3
Bahamas,2002,1.92,70.4,0.31
Bahamas,2003,1.88,71.1,0.32
Bahamas,2004,1.86,71.7,0.32
Bahamas,2005,1.85,71.7,0.33
Bahamas,2006,1.86,72.0,0.34
Bahamas,2007,1.88,71.8,0.34
Bahamas,2008,1.89,72.2,0.35
Bahamas,2009,1.9,72.7,0.35
Bahamas,2010,1.9,72.7,0.36
Bahamas,2011,1.9,72.6,0.37
Bahamas,2012,1.89,72.7,0.37
Bahamas,2013,1.89,72.9,0.38
Bahamas,2014,1.88,73.5,0.38
Bahamas,2015,1.88,73.7,0.39
Bahrain,1800,7.03,30.3,0.06
Bahrain,1810,7.03,30.3,0.06
Bahrain,1820,7.02,30.3,0.06
Bahrain,1830,7.02,30.3,0.06
Bahrain,1840,7.01,30.3,0.06
Bahrain,1850,7.01,30.3,0.06
Bahrain,1860,7.0,30.3,0.06
Bahrain,1870,7.0,30.3,0.07
Bahrain,1880,6.99,30.3,0.07
Bahrain,1890,6.99,30.3,0.07
Bahrain,1900,6.98,30.3,0.08
Bahrain,1910,6.98,30.3,0.08
Bahrain,1920,6.97,30.3,0.09
Bahrain,1930,6.98,30.3,0.1
Bahrain,1940,7.01,33.92,0.11
Bahrain,1950,7.03,41.04,0.12
Bahrain,1951,7.01,41.45,0.12
Bahrain,1952,6.97,42.32,0.12
Bahrain,1953,6.95,43.26,0.12
Bahrain,1954,6.94,44.27,0.13
Bahrain,1955,6.94,45.35,0.13
Bahrain,1956,6.95,46.49,0.14
Bahrain,1957,6.97,47.7,0.15
Bahrain,1958,7.01,48.97,0.15
Bahrain,1959,7.05,50.29,0.16
Bahrain,1960,7.09,51.64,0.16
Bahrain,1961,7.13,52.99,0.17
Bahrain,1962,7.17,54.33,0.17
Bahrain,1963,7.19,55.64,0.18
Bahrain,1964,7.19,56.9,0.18
Bahrain,1965,7.17,58.1,0.19
Bahrain,1966,7.1,59.23,0.19
Bahrain,1967,7.0,60.29,0.2
Bahrain,1968,6.86,61.29,0.2
Bahrain,1969,6.69,62.22,0.21
Bahrain,1970,6.5,63.1,0.21
Bahrain,1971,6.29,63.92,0.22
Bahrain,1972,6.09,64.67,0.23
Bahrain,1973,5.9,65.38,0.24
Bahrain,1974,5.72,66.03,0.25
Bahrain,1975,5.56,66.63,0.27
Bahrain,1976,5.41,67.2,0.28
Bahrain,1977,5.28,67.72,0.3
Bahrain,1978,5.16,68.21,0.32
Bahrain,1979,5.04,68.67,0.34
Bahrain,1980,4.92,69.09,0.36
Bahrain,1981,4.8,69.47,0.37
Bahrain,1982,4.69,69.83,0.39
Bahrain,1983,4.58,70.16,0.4
Bahrain,1984,4.47,70.46,0.41
Bahrain,1985,4.36,70.73,0.42
Bahrain,1986,4.25,70.98,0.43
Bahrain,1987,4.13,71.2,0.45
Bahrain,1988,4.0,71.41,0.47
Bahrain,1989,3.87,71.61,0.48
Bahrain,1990,3.74,71.8,0.5
Bahrain,1991,3.6,72.0,0.51
Bahrain,1992,3.47,72.1,0.52
Bahrain,1993,3.34,72.5,0.54
Bahrain,1994,3.21,72.9,0.55
Bahrain,1995,3.1,73.0,0.56
Bahrain,1996,3.01,73.4,0.58
Bahrain,1997,2.93,73.8,0.6
Bahrain,1998,2.86,74.0,0.62
Bahrain,1999,2.81,74.2,0.64
Bahrain,2000,2.77,73.7,0.67
Bahrain,2001,2.72,74.3,0.69
Bahrain,2002,2.67,74.8,0.73
Bahrain,2003,2.6,75.3,0.76
Bahrain,2004,2.53,75.7,0.81
Bahrain,2005,2.45,76.1,0.87
Bahrain,2006,2.37,76.3,0.94
Bahrain,2007,2.29,77.0,1.03
Bahrain,2008,2.23,77.6,1.12
Bahrain,2009,2.18,78.2,1.2
Bahrain,2010,2.14,78.7,1.26
Bahrain,2011,2.12,78.8,1.31
Bahrain,2012,2.09,79.0,1.33
Bahrain,2013,2.08,79.1,1.35
Bahrain,2014,2.05,79.1,1.36
Bahrain,2015,2.03,79.1,1.38
Bangladesh,1800,6.7,25.5,19.23
Bangladesh,1810,6.7,25.5,19.61
Bangladesh,1820,6.7,25.5,20.12
Bangladesh,1830,6.7,25.5,20.87
Bangladesh,1840,6.7,25.5,21.78
Bangladesh,1850,6.7,25.5,22.72
Bangladesh,1860,6.7,25.5,23.67
Bangladesh,1870,6.7,25.5,24.76
Bangladesh,1880,6.7,24.58,26.09
Bangladesh,1890,6.7,22.72,27.62
Bangladesh,1900,6.7,21.77,29.23
Bangladesh,1910,6.7,22.18,30.94
Bangladesh,1920,6.7,23.88,32.57
Bangladesh,1930,6.61,27.89,34.36
Bangladesh,1940,6.42,35.37,37.45
Bangladesh,1950,6.23,42.46,37.89
Bangladesh,1951,6.27,42.58,38.71
Bangladesh,1952,6.33,42.87,39.49
Bangladesh,1953,6.39,43.19,40.3
Bangladesh,1954,6.45,43.54,41.17
Bangladesh,1955,6.5,43.91,42.12
Bangladesh,1956,6.56,44.3,43.17
Bangladesh,1957,6.6,44.73,44.32
Bangladesh,1958,6.65,45.19,45.55
Bangladesh,1959,6.69,45.68,46.85
Bangladesh,1960,6.73,46.2,48.2
Bangladesh,1961,6.76,46.73,49.59
Bangladesh,1962,6.79,47.28,51.03
Bangladesh,1963,6.83,47.81,52.53
Bangladesh,1964,6.85,48.29,54.13
Bangladesh,1965,6.88,48.6,55.84
Bangladesh,1966,6.9,48.63,57.68
Bangladesh,1967,6.92,48.37,59.63
Bangladesh,1968,6.94,47.83,61.59
Bangladesh,1969,6.95,47.09,63.42
Bangladesh,1970,6.95,46.31,65.05
Bangladesh,1971,6.94,45.74,66.42
Bangladesh,1972,6.93,45.52,67.58
Bangladesh,1973,6.9,45.77,68.66
Bangladesh,1974,6.87,46.49,69.84
Bangladesh,1975,6.82,47.58,71.25
Bangladesh,1976,6.76,48.92,72.93
Bangladesh,1977,6.68,50.27,74.85
Bangladesh,1978,6.59,51.47,76.95
Bangladesh,1979,6.48,52.44,79.14
Bangladesh,1980,6.36,53.18,81.36
Bangladesh,1981,6.22,53.72,83.6
Bangladesh,1982,6.06,54.15,85.87
Bangladesh,1983,5.89,54.57,88.18
Bangladesh,1984,5.71,55.0,90.56
Bangladesh,1985,5.52,55.47,93.02
Bangladesh,1986,5.33,55.96,95.55
Bangladesh,1987,5.13,56.46,98.15
Bangladesh,1988,4.93,56.94,100.78
Bangladesh,1989,4.74,57.42,103.4
Bangladesh,1990,4.55,57.9,105.98
Bangladesh,1991,4.37,56.4,108.51
Bangladesh,1992,4.2,59.7,110.99
Bangladesh,1993,4.03,60.5,113.44
Bangladesh,1994,3.88,61.2,115.91
Bangladesh,1995,3.73,61.6,118.43
Bangladesh,1996,3.6,62.4,120.99
Bangladesh,1997,3.47,63.2,123.57
Bangladesh,1998,3.35,63.9,126.17
Bangladesh,1999,3.23,64.6,128.75
Bangladesh,2000,3.12,64.9,131.28
Bangladesh,2001,3.01,65.4,133.78
Bangladesh,2002,2.91,65.8,136.23
Bangladesh,2003,2.8,66.3,138.6
Bangladesh,2004,2.7,66.8,140.84
Bangladesh,2005,2.61,67.1,142.93
Bangladesh,2006,2.52,67.5,144.84
Bangladesh,2007,2.44,67.7,146.59
Bangladesh,2008,2.38,68.3,148.25
Bangladesh,2009,2.32,68.6,149.91
Bangladesh,2010,2.28,68.8,151.62
Bangladesh,2011,2.24,69.3,153.41
Bangladesh,2012,2.21,69.4,155.26
Bangladesh,2013,2.18,69.8,157.16
Bangladesh,2014,2.15,70.1,159.08
Bangladesh,2015,2.12,70.4,161.0
Barbados,1800,4.96,32.12,0.08
Barbados,1810,4.68,32.12,0.08
Barbados,1820,4.58,32.12,0.09
Barbados,1830,5.21,32.12,0.1
Barbados,1840,5.37,32.12,0.11
Barbados,1850,5.32,32.12,0.13
Barbados,1860,5.27,32.12,0.15
Barbados,1870,5.22,32.12,0.16
Barbados,1880,5.16,32.12,0.17
Barbados,1890,5.11,32.12,0.18
Barbados,1900,5.06,32.12,0.19
Barbados,1910,5.01,32.12,0.17
Barbados,1920,5.03,32.12,0.16
Barbados,1930,4.38,39.57,0.17
Barbados,1940,4.34,47.85,0.18
Barbados,1950,4.52,56.5,0.21
Barbados,1951,4.49,56.82,0.22
Barbados,1952,4.43,57.41,0.22
Barbados,1953,4.39,57.99,0.22
Barbados,1954,4.36,58.56,0.23
Barbados,1955,4.34,59.13,0.23
Barbados,1956,4.33,59.67,0.23
Barbados,1957,4.33,60.22,0.23
Barbados,1958,4.33,60.76,0.23
Barbados,1959,4.34,61.28,0.23
Barbados,1960,4.33,61.8,0.23
Barbados,1961,4.31,62.31,0.23
Barbados,1962,4.27,62.79,0.23
Barbados,1963,4.2,63.27,0.23
Barbados,1964,4.09,63.74,0.23
Barbados,1965,3.96,64.2,0.24
Barbados,1966,3.81,64.64,0.24
Barbados,1967,3.64,65.08,0.24
Barbados,1968,3.46,65.5,0.24
Barbados,1969,3.28,65.91,0.24
Barbados,1970,3.11,66.31,0.24
Barbados,1971,2.95,66.71,0.24
Barbados,1972,2.79,67.09,0.24
Barbados,1973,2.65,67.47,0.24
Barbados,1974,2.51,67.83,0.24
Barbados,1975,2.39,68.17,0.25
Barbados,1976,2.29,68.53,0.25
Barbados,1977,2.2,68.87,0.25
Barbados,1978,2.12,69.22,0.25
Barbados,1979,2.06,69.57,0.25
Barbados,1980,2.0,69.91,0.25
Barbados,1981,1.96,70.25,0.25
Barbados,1982,1.92,70.58,0.25
Barbados,1983,1.89,70.91,0.25
Barbados,1984,1.86,71.23,0.26
Barbados,1985,1.83,71.54,0.26
Barbados,1986,1.81,71.85,0.26
Barbados,1987,1.78,72.14,0.26
Barbados,1988,1.77,72.43,0.26
Barbados,1989,1.75,72.72,0.26
Barbados,1990,1.74,73.0,0.26
Barbados,1991,1.73,73.2,0.26
Barbados,1992,1.73,73.2,0.26
Barbados,1993,1.73,73.1,0.26
Barbados,1994,1.72,73.0,0.26
Barbados,1995,1.73,73.3,0.26
Barbados,1996,1.73,73.7,0.27
Barbados,1997,1.74,73.9,0.27
Barbados,1998,1.75,74.1,0.27
Barbados,1999,1.76,74.2,0.27
Barbados,2000,1.77,74.0,0.27
Barbados,2001,1.78,74.4,0.27
Barbados,2002,1.79,74.6,0.27
Barbados,2003,1.8,74.8,0.27
Barbados,2004,1.81,74.9,0.27
Barbados,2005,1.82,75.0,0.27
Barbados,2006,1.82,75.0,0.28
Barbados,2007,1.83,75.1,0.28
Barbados,2008,1.83,75.3,0.28
Barbados,2009,1.84,75.3,0.28
Barbados,2010,1.84,75.2,0.28
Barbados,2011,1.84,75.2,0.28
Barbados,2012,1.85,75.4,0.28
Barbados,2013,1.85,75.5,0.28
Barbados,2014,1.85,75.6,0.28
Barbados,2015,1.86,75.7,0.28
Belarus,1800,7.0,36.2,2.36
Belarus,1810,7.0,36.2,2.36
Belarus,1820,7.0,36.2,2.41
Belarus,1830,7.0,36.2,2.58
Belarus,1840,7.0,36.2,2.83
Belarus,1850,7.0,36.2,3.1
Belarus,1860,7.0,36.2,3.4
Belarus,1870,7.0,36.2,3.73
Belarus,1880,7.0,36.2,4.09
Belarus,1890,6.46,36.2,4.48
Belarus,1900,5.99,36.2,4.92
Belarus,1910,5.67,42.31,5.39
Belarus,1920,5.35,30.42,5.91
Belarus,1930,4.71,47.07,6.48
Belarus,1940,3.59,52.27,7.1
Belarus,1950,2.53,64.89,7.75
Belarus,1951,2.55,65.11,7.72
Belarus,1952,2.6,65.54,7.71
Belarus,1953,2.63,65.96,7.72
Belarus,1954,2.67,66.37,7.76
Belarus,1955,2.69,66.77,7.8
Belarus,1956,2.72,67.16,7.87
Belarus,1957,2.73,67.52,7.94
Belarus,1958,2.75,67.88,8.02
Belarus,1959,2.75,68.82,8.1
Belarus,1960,2.74,71.59,8.19
Belarus,1961,2.73,72.3,8.27
Belarus,1962,2.7,71.01,8.36
Belarus,1963,2.65,71.66,8.44
Belarus,1964,2.6,73.17,8.52
Belarus,1965,2.54,72.7,8.61
Belarus,1966,2.48,73.05,8.7
Belarus,1967,2.43,72.78,8.79
Belarus,1968,2.38,72.88,8.87
Belarus,1969,2.34,72.47,8.96
Belarus,1970,2.3,71.94,9.04
Belarus,1971,2.28,72.56,9.11
Belarus,1972,2.25,72.26,9.18
Belarus,1973,2.22,72.29,9.25
Belarus,1974,2.19,72.57,9.31
Belarus,1975,2.16,71.63,9.37
Belarus,1976,2.13,71.46,9.42
Belarus,1977,2.11,71.39,9.48
Belarus,1978,2.09,71.23,9.54
Belarus,1979,2.08,70.82,9.59
Belarus,1980,2.08,70.57,9.65
Belarus,1981,2.08,70.84,9.72
Belarus,1982,2.09,70.95,9.79
Belarus,1983,2.1,70.73,9.86
Belarus,1984,2.1,70.09,9.93
Belarus,1985,2.09,70.28,9.99
Belarus,1986,2.08,71.66,10.05
Belarus,1987,2.05,71.55,10.11
Belarus,1988,2.01,71.28,10.17
Belarus,1989,1.95,71.05,10.21
Belarus,1990,1.89,70.5,10.23
Belarus,1991,1.81,70.1,10.24
Belarus,1992,1.72,69.6,10.23
Belarus,1993,1.64,68.9,10.22
Belarus,1994,1.55,68.6,10.19
Belarus,1995,1.47,68.2,10.16
Belarus,1996,1.4,68.1,10.13
Belarus,1997,1.34,68.0,10.09
Belarus,1998,1.29,67.9,10.05
Belarus,1999,1.25,67.7,10.01
Belarus,2000,1.23,68.1,9.95
Belarus,2001,1.22,68.0,9.89
Belarus,2002,1.23,67.9,9.83
Belarus,2003,1.25,68.2,9.76
Belarus,2004,1.28,68.5,9.7
Belarus,2005,1.32,68.7,9.64
Belarus,2006,1.35,69.1,9.59
Belarus,2007,1.39,69.7,9.56
Belarus,2008,1.42,70.0,9.53
Belarus,2009,1.44,70.1,9.51
Belarus,2010,1.46,70.2,9.49
Belarus,2011,1.47,70.3,9.49
Belarus,2012,1.48,70.4,9.49
Belarus,2013,1.49,70.6,9.5
Belarus,2014,1.5,70.7,9.5
Belarus,2015,1.51,71.0,9.5
Belgium,1800,4.85,40.0,3.14
Belgium,1810,4.81,40.08,3.28
Belgium,1820,4.76,40.16,3.48
Belgium,1830,4.72,40.24,3.75
Belgium,1840,5.0,40.32,4.09
Belgium,1850,4.38,42.28,4.43
Belgium,1860,4.56,45.12,4.75
Belgium,1870,4.8,40.92,5.11
Belgium,1880,4.71,42.48,5.57
Belgium,1890,4.25,44.14,6.13
Belgium,1900,3.84,46.59,6.76
Belgium,1910,3.31,51.37,7.49
Belgium,1920,2.78,53.66,7.55
Belgium,1930,2.25,57.17,8.07
Belgium,1940,1.84,55.96,8.33
Belgium,1950,2.3,66.32,8.63
Belgium,1951,2.31,66.77,8.67
Belgium,1952,2.33,67.97,8.72
Belgium,1953,2.35,68.33,8.77
Belgium,1954,2.38,68.59,8.82
Belgium,1955,2.42,68.54,8.87
Belgium,1956,2.45,68.83,8.92
Belgium,1957,2.49,69.19,8.97
Belgium,1958,2.53,69.88,9.03
Belgium,1959,2.57,70.28,9.08
Belgium,1960,2.6,69.59,9.14
Belgium,1961,2.63,70.46,9.2
Belgium,1962,2.63,70.19,9.26
Belgium,1963,2.63,70.0,9.32
Belgium,1964,2.6,70.66,9.38
Belgium,1965,2.56,70.51,9.44
Belgium,1966,2.5,70.58,9.49
Belgium,1967,2.43,70.86,9.54
Belgium,1968,2.36,70.55,9.59
Belgium,1969,2.28,70.63,9.63
Belgium,1970,2.21,70.89,9.66
Belgium,1971,2.13,71.01,9.69
Belgium,1972,2.05,71.35,9.72
Belgium,1973,1.98,71.56,9.73
Belgium,1974,1.91,71.91,9.75
Belgium,1975,1.84,71.9,9.77
Belgium,1976,1.78,72.05,9.79
Belgium,1977,1.73,72.7,9.81
Belgium,1978,1.69,72.64,9.83
Belgium,1979,1.66,73.13,9.84
Belgium,1980,1.63,73.18,9.86
Belgium,1981,1.61,73.59,9.87
Belgium,1982,1.59,73.81,9.87
Belgium,1983,1.58,73.81,9.88
Belgium,1984,1.57,74.31,9.89
Belgium,1985,1.56,74.41,9.89
Belgium,1986,1.56,74.61,9.9
Belgium,1987,1.56,75.22,9.92
Belgium,1988,1.57,75.53,9.93
Belgium,1989,1.57,75.59,9.95
Belgium,1990,1.58,76.0,9.98
Belgium,1991,1.59,76.2,10.01
Belgium,1992,1.6,76.3,10.05
Belgium,1993,1.6,76.5,10.09
Belgium,1994,1.61,76.6,10.13
Belgium,1995,1.61,76.9,10.16
Belgium,1996,1.61,77.2,10.19
Belgium,1997,1.61,77.4,10.2
Belgium,1998,1.61,77.5,10.22
Belgium,1999,1.62,77.7,10.24
Belgium,2000,1.63,77.8,10.27
Belgium,2001,1.65,78.0,10.31
Belgium,2002,1.68,78.2,10.36
Belgium,2003,1.7,78.5,10.43
Belgium,2004,1.73,79.0,10.49
Belgium,2005,1.75,79.1,10.56
Belgium,2006,1.78,79.5,10.63
Belgium,2007,1.8,79.5,10.7
Belgium,2008,1.82,79.6,10.78
Belgium,2009,1.83,79.8,10.85
Belgium,2010,1.84,80.1,10.93
Belgium,2011,1.85,80.2,11.01
Belgium,2012,1.85,80.3,11.08
Belgium,2013,1.85,80.4,11.15
Belgium,2014,1.86,80.5,11.23
Belgium,2015,1.86,80.5,11.3
Belize,1800,6.69,26.5,0.03
Belize,1810,6.69,26.5,0.03
Belize,1820,6.68,26.5,0.03
Belize,1830,6.68,26.5,0.03
Belize,1840,6.68,26.5,0.03
Belize,1850,6.67,26.5,0.03
Belize,1860,6.67,26.5,0.03
Belize,1870,6.67,26.5,0.03
Belize,1880,6.66,26.5,0.03
Belize,1890,6.66,26.5,0.03
Belize,1900,6.66,26.5,0.04
Belize,1910,6.65,26.5,0.04
Belize,1920,6.65,32.13,0.04
Belize,1930,6.66,37.75,0.05
Belize,1940,6.67,45.55,0.06
Belize,1950,6.69,54.86,0.07
Belize,1951,6.68,55.15,0.07
Belize,1952,6.66,55.7,0.07
Belize,1953,6.64,56.27,0.08
Belize,1954,6.62,56.82,0.08
Belize,1955,6.6,57.37,0.08
Belize,1956,6.58,57.91,0.08
Belize,1957,6.56,58.46,0.08
Belize,1958,6.54,58.99,0.09
Belize,1959,6.52,59.54,0.09
Belize,1960,6.5,60.08,0.09
Belize,1961,6.48,60.64,0.09
Belize,1962,6.46,61.2,0.1
Belize,1963,6.44,61.78,0.1
Belize,1964,6.42,62.36,0.1
Belize,1965,6.4,62.95,0.11
Belize,1966,6.38,63.53,0.11
Belize,1967,6.36,64.11,0.11
Belize,1968,6.34,64.67,0.12
Belize,1969,6.32,65.21,0.12
Belize,1970,6.3,65.72,0.12
Belize,1971,6.29,66.21,0.12
Belize,1972,6.28,66.66,0.13
Belize,1973,6.29,67.11,0.13
Belize,1974,6.29,67.52,0.13
Belize,1975,6.28,67.93,0.13
Belize,1976,6.25,68.32,0.14
Belize,1977,6.2,68.7,0.14
Belize,1978,6.11,69.06,0.14
Belize,1979,5.99,69.43,0.14
Belize,1980,5.85,69.78,0.14
Belize,1981,5.68,70.13,0.15
Belize,1982,5.51,70.47,0.15
Belize,1983,5.34,70.8,0.16
Belize,1984,5.17,71.09,0.16
Belize,1985,5.02,71.34,0.16
Belize,1986,4.89,71.51,0.17
Belize,1987,4.77,71.6,0.17
Belize,1988,4.67,71.61,0.18
Belize,1989,4.58,71.54,0.18
Belize,1990,4.51,71.4,0.19
Belize,1991,4.44,71.2,0.19
Belize,1992,4.36,71.1,0.19
Belize,1993,4.29,70.8,0.2
